Train_No,Source_Station,Destination_Station,Total_Stops,Total_Distance
43207,MOOR MARKET,TIRUVALLUR,19,46
43208,TIRUVALLUR,MOOR MARKET,19,46
43209,MOOR MARKET,TIRUVALLUR,19,46
43210,TIRUVALLUR,MOOR MARKET,19,46
43211,MOOR MARKET,TIRUVALLUR,19,46
43212,TIRUVALLUR,MOOR MARKET,19,46
43213,MOOR MARKET,TIRUVALLUR,19,46
43214,TIRUVALLUR,MOOR MARKET,19,46
43215,MOOR MARKET,TIRUVALLUR,19,46
43216,TIRUVALLUR,MOOR MARKET,6,41
43217,MOOR MARKET,TIRUVALLUR,19,46
43218,TIRUVALLUR,MOOR MARKET,19,46
43219,MOOR MARKET,TIRUVALLUR,19,46
43220,TIRUVALLUR,MOOR MARKET,19,46
43221,MOOR MARKET,TIRUVALLUR,19,46
43222,TIRUVALLUR,MOOR MARKET,6,41
43223,MOOR MARKET,TIRUVALLUR,19,46
43224,TIRUVALLUR,MOOR MARKET,19,46
43225,MOOR MARKET,TIRUVALLUR,19,46
43226,TIRUVALLUR,MOOR MARKET,19,46
43227,MOOR MARKET,TIRUVALLUR,18,41
43228,TIRUVALLUR,MOOR MARKET,19,46
43229,MOOR MARKET,TIRUVALLUR,19,46
43230,TIRUVALLUR,MOOR MARKET,19,46
43231,MOOR MARKET,TIRUVALLUR,19,46
43232,TIRUVALLUR,MOOR MARKET,19,46
43233,MOOR MARKET,TIRUVALLUR,19,46
43234,TIRUVALLUR,MOOR MARKET,19,46
43235,MOOR MARKET,TIRUVALLUR,19,46
43236,TIRUVALLUR,MOOR MARKET,19,46
43237,MOOR MARKET,TIRUVALLUR,19,46
43238,TIRUVALLUR,MOOR MARKET,19,46
43239,MOOR MARKET,TIRUVALLUR,19,46
43240,TIRUVALLUR,MOOR MARKET,18,46
43241,MOOR MARKET,TIRUVALLUR,19,46
43242,TIRUVALLUR,MOOR MARKET,19,46
43243,MOOR MARKET,TIRUVALLUR,19,46
43244,TIRUVALLUR,MOOR MARKET,19,46
43245,MOOR MARKET,TIRUVALLUR,19,46
43246,TIRUVALLUR,MOOR MARKET,19,46
43247,MOOR MARKET,TIRUVALLUR,10,41
43248,TIRUVALLUR,MOOR MARKET,19,46
43250,TIRUVALLUR,MOOR MARKET,19,46
43251,MOOR MARKET,TIRUVALLUR,9,41
43252,TIRUVALLUR,MOOR MARKET,19,46
43253,MOOR MARKET,TIRUVALLUR,9,41
43254,TIRUVALLUR,MOOR MARKET,19,46
43255,MOOR MARKET,TIRUVALLUR,9,41
43256,TIRUVALLUR,MOOR MARKET,19,46
43257,MOOR MARKET,TIRUVALLUR,11,41
43258,TIRUVALLUR,MOOR MARKET,19,46
43260,TIRUVALLUR,MOOR MARKET,19,46
43401,MOOR MARKET,ARAKKONAM JN,11,68
43402,ARAKKONAM JN,MOOR MARKET,27,73
43403,MOOR MARKET,ARAKKONAM JN,27,73
43404,ARAKKONAM JN,MOOR MARKET,27,73
43405,MOOR MARKET,ARAKKONAM JN,27,73
43406,ARAKKONAM JN,MOOR MARKET,27,73
43407,MOOR MARKET,ARAKKONAM JN,27,73
43408,ARAKKONAM JN,MOOR MARKET,7,68
43409,MOOR MARKET,ARAKKONAM JN,27,73
43410,ARAKKONAM JN,MOOR MARKET,10,68
43411,MOOR MARKET,ARAKKONAM JN,27,73
43412,ARAKKONAM JN,MOOR MARKET,27,73
43413,MOOR MARKET,ARAKKONAM JN,27,73
43414,ARAKKONAM JN,MOOR MARKET,27,73
43415,MOOR MARKET,ARAKKONAM JN,27,73
43418,ARAKKONAM JN,MOOR MARKET,27,73
43419,MOOR MARKET,ARAKKONAM JN,27,73
43420,ARAKKONAM JN,MOOR MARKET,27,73
43421,MOOR MARKET,ARAKKONAM JN,27,73
43422,ARAKKONAM JN,MOOR MARKET,27,73
43423,MOOR MARKET,ARAKKONAM JN,14,68
43424,ARAKKONAM JN,MOOR MARKET,14,68
43425,MOOR MARKET,ARAKKONAM JN,27,73
43426,ARAKKONAM JN,MOOR MARKET,12,68
43427,MOOR MARKET,ARAKKONAM JN,27,73
43428,ARAKKONAM JN,MOOR MARKET,27,73
43429,MOOR MARKET,ARAKKONAM JN,12,68
43430,ARAKKONAM JN,MOOR MARKET,27,73
43431,MOOR MARKET,ARAKKONAM JN,10,68
43433,MOOR MARKET,ARAKKONAM JN,12,68
43434,ARAKKONAM JN,MOOR MARKET,24,73
43435,MOOR MARKET,ARAKKONAM JN,10,68
43436,ARAKKONAM JN,MOOR MARKET,27,73
43437,MOOR MARKET,ARAKKONAM JN,12,68
43438,ARAKKONAM JN,MOOR MARKET,27,73
43439,MOOR MARKET,ARAKKONAM JN,14,68
43501,MOOR MARKET,TIRUTTANI,28,86
43502,TIRUTTANI,MOOR MARKET,29,86
43503,MOOR MARKET,TIRUTTANI,29,86
43504,TIRUTTANI,MOOR MARKET,29,86
43505,MOOR MARKET,TIRUTTANI,28,86
43506,TIRUTTANI,MOOR MARKET,28,86
43507,MOOR MARKET,TIRUTTANI,28,86
43508,TIRUTTANI,MOOR MARKET,28,86
43509,MOOR MARKET,TIRUTTANI,29,86
43510,TIRUTTANI,MOOR MARKET,28,86
43511,MOOR MARKET,TIRUTTANI,29,86
43512,TIRUTTANI,MOOR MARKET,28,86
43513,MOOR MARKET,TIRUTTANI,28,86
43514,TIRUTTANI,MOOR MARKET,28,86
43515,MOOR MARKET,TIRUTTANI,29,86
43516,TIRUTTANI,MOOR MARKET,28,86
43517,MOOR MARKET,TIRUTTANI,13,80
43518,TIRUTTANI,MOOR MARKET,14,81
43520,TIRUTTANI,MOOR MARKET,15,81
43551,ARAKKONAM JN,TIRUTTANI,2,12
43552,TIRUTTANI,ARAKKONAM JN,2,12
43553,ARAKKONAM JN,TIRUTTANI,3,12
43554,TIRUTTANI,ARAKKONAM JN,2,12
43556,TIRUTTANI,ARAKKONAM JN,2,12
43601,CHENNAI BEAC,AVADI,12,22
43602,AVADI,CHENNAI BEAC,12,22
43603,CHENNAI BEAC,AVADI,12,22
43604,AVADI,CHENNAI BEAC,12,22
43605,CHENNAI BEAC,AVADI,12,22
43606,AVADI,CHENNAI BEAC,12,22
43607,CHENNAI BEAC,AVADI,12,22
43608,AVADI,CHENNAI BEAC,12,22
43610,AVADI,CHENNAI BEAC,12,22
43611,CHENNAI BEAC,AVADI,2,22
43612,AVADI,CHENNAI BEAC,12,22
43613,CHENNAI BEAC,AVADI,8,22
43614,AVADI,CHENNAI BEAC,12,22
43615,CHENNAI BEAC,AVADI,8,22
43616,AVADI,CHENNAI BEAC,12,22
43618,AVADI,CHENNAI BEAC,12,22
43620,AVADI,CHENNAI BEAC,12,22
43622,AVADI,CHENNAI BEAC,12,22
43650,AVADI,CHENNAI BEAC,8,22
43651,VELACHEERY,AVADI,10,36
43652,AVADI,VELACHEERY,10,37
43653,VELACHEERY,AVADI,10,36
43654,AVADI,VELACHEERY,10,37
43655,VELACHEERY,AVADI,10,36
43656,AVADI,VELACHEERY,10,37
43657,VELACHEERY,AVADI,10,36
43658,AVADI,VELACHEERY,10,37
43659,VELACHEERY,AVADI,10,36
43660,AVADI,VELACHEERY,10,37
43661,VELACHEERY,AVADI,10,36
43662,AVADI,VELACHEERY,10,37
43663,VELACHEERY,AVADI,10,36
43664,AVADI,VELACHEERY,10,37
43666,AVADI,VELACHEERY,10,37
43668,AVADI,VELACHEERY,10,37
43670,AVADI,VELACHEERY,10,37
43672,AVADI,VELACHEERY,10,37
43674,AVADI,VELACHEERY,10,37
43701,CHENNAI BEAC,TIRUVALLUR,20,48
43702,TIRUVALLUR,CHENNAI BEAC,20,48
43703,CHENNAI BEAC,TIRUVALLUR,20,48
43704,TIRUVALLUR,CHENNAI BEAC,20,48
43705,CHENNAI BEAC,TIRUVALLUR,20,48
43706,TIRUVALLUR,CHENNAI BEAC,20,48
43707,CHENNAI BEAC,TIRUVALLUR,20,48
43708,TIRUVALLUR,CHENNAI BEAC,20,48
43709,CHENNAI BEAC,TIRUVALLUR,20,48
43710,TIRUVALLUR,CHENNAI BEAC,20,48
43711,CHENNAI BEAC,TIRUVALLUR,20,48
43713,CHENNAI BEAC,TIRUVALLUR,10,42
43715,CHENNAI BEAC,TIRUVALLUR,20,48
43751,CHENNAI BEAC,PATTABIRAM E,15,32
43752,PATTABIRAM E,CHENNAI BEAC,15,32
43753,CHENNAI BEAC,PATTABIRAM E,15,32
43754,PATTABIRAM E,CHENNAI BEAC,15,32
43755,CHENNAI BEAC,PATTABIRAM E,15,32
43757,CHENNAI BEAC,PATTABIRAM E,15,32
43761,VELACHEERY,TIRUVALLUR,14,57
43762,TIRUVALLUR,VELACHEERY,14,57
43763,VELACHEERY,TIRUVALLUR,14,57
43764,TIRUVALLUR,VELACHEERY,14,57
43765,VELACHEERY,TIRUVALLUR,14,57
43766,TIRUVALLUR,VELACHEERY,14,57
43767,VELACHEERY,TIRUVALLUR,14,57
43768,TIRUVALLUR,VELACHEERY,14,57
43769,VELACHEERY,TIRUVALLUR,14,57
43770,TIRUVALLUR,VELACHEERY,14,57
43771,VELACHEERY,TIRUVALLUR,14,57
43773,VELACHEERY,TIRUVALLUR,14,57
43791,VELACHEERY,PATTABIRAM E,13,46
43792,PATTABIRAM E,VELACHEERY,17,47
43793,VELACHEERY,PATTABIRAM E,13,46
43794,PATTABIRAM E,VELACHEERY,12,42
43795,VELACHEERY,PATTABIRAM E,13,46
43797,VELACHEERY,PATTABIRAM E,13,46
43801,CHENNAI BEAC,ARAKKONAM JN,28,74
43802,ARAKKONAM JN,CHENNAI BEAC,28,75
43803,CHENNAI BEAC,ARAKKONAM JN,28,74
43804,ARAKKONAM JN,CHENNAI BEAC,9,70
43805,CHENNAI BEAC,ARAKKONAM JN,28,74
43806,ARAKKONAM JN,CHENNAI BEAC,15,70
43820,TIRUTTANI,CHENNAI BEAC,14,82
43821,CHENNAI BEAC,TIRUTTANI,16,82
43823,CHENNAI BEAC,TIRUTTANI,13,82
43831,AVADI,TIRUVALLUR,5,20
43832,TIRUVALLUR,AVADI,8,20
43841,AVADI,ARAKKONAM JN,17,52
43842,ARAKKONAM JN,AVADI,16,47
43844,ARAKKONAM JN,AVADI,2,47
43847,AVADI,TIRUTTANI,18,65
43851,PONNERI,TIRUVALLUR,17,70
43852,TIRUVALLUR,PONNERI,29,75
43861,ENNORE,TIRUVALLUR,13,51
43872,PATTABIRAM E,MOOR MARKET,13,29
43882,TIRUNINRAVUR,MOOR MARKET,13,34
43891,AVADI,PATTABIRAM E,3,4
43892,PATTABIRAM E,AVADI,4,10
43901,MOOR MARKET,KADAMBATTUR,21,52
43902,KADAMBATTUR,MOOR MARKET,21,52
43903,MOOR MARKET,KADAMBATTUR,21,52
43904,KADAMBATTUR,MOOR MARKET,21,52
43912,KADAMBATTUR,CHENNAI BEAC,22,53
43921,TIRUVALLUR,KADAMBATTUR,2,5
43932,ARAKKONAM JN,VELACHEERY,17,84
43934,ARAKKONAM JN,VELACHEERY,16,84
43936,ARAKKONAM JN,VELACHEERY,11,84
43938,ARAKKONAM JN,VELACHEERY,17,84
43941,VELACHEERY,TIRUTTANI,17,97
43942,TIRUTTANI,VELACHEERY,18,97
43943,VELACHEERY,TIRUTTANI,15,97
43952,KADAMBATTUR,VELACHEERY,15,63
47100,HYDERABAD DE,LINGAMPALLI,13,25
47101,HYDERABAD DE,LINGAMPALLI,13,25
47102,HYDERABAD DE,LINGAMPALLI,13,25
47103,HYDERABAD DE,LINGAMPALLI,13,25
47104,HYDERABAD DE,LINGAMPALLI,13,25
47105,HYDERABAD DE,LINGAMPALLI,13,25
47106,HYDERABAD DE,LINGAMPALLI,13,25
47107,HYDERABAD DE,LINGAMPALLI,13,25
47108,HYDERABAD DE,LINGAMPALLI,13,25
47109,HYDERABAD DE,LINGAMPALLI,13,25
47110,HYDERABAD DE,LINGAMPALLI,13,25
47111,HYDERABAD DE,LINGAMPALLI,13,25
47112,HYDERABAD DE,LINGAMPALLI,13,25
47113,HYDERABAD DE,LINGAMPALLI,13,25
47114,HYDERABAD DE,LINGAMPALLI,13,25
47115,HYDERABAD DE,LINGAMPALLI,13,25
47116,HYDERABAD DE,LINGAMPALLI,13,25
47117,HYDERABAD DE,LINGAMPALLI,13,25
47118,HYDERABAD DE,LINGAMPALLI,13,25
47119,HYDERABAD DE,LINGAMPALLI,13,25
47120,HYDERABAD DE,LINGAMPALLI,13,25
47121,HYDERABAD DE,LINGAMPALLI,13,25
47122,HYDERABAD DE,LINGAMPALLI,13,25
47123,HYDERABAD DE,LINGAMPALLI,13,25
47124,HYDERABAD DE,LINGAMPALLI,13,25
47125,HYDERABAD DE,LINGAMPALLI,13,25
47126,LINGAMPALLI,HYDERABAD DE,13,23
47127,LINGAMPALLI,HYDERABAD DE,13,23
47128,LINGAMPALLI,HYDERABAD DE,13,23
47129,LINGAMPALLI,HYDERABAD DE,13,23
47130,LINGAMPALLI,HYDERABAD DE,13,23
47131,LINGAMPALLI,HYDERABAD DE,13,23
47132,LINGAMPALLI,HYDERABAD DE,13,23
47133,LINGAMPALLI,HYDERABAD DE,13,23
47134,LINGAMPALLI,HYDERABAD DE,13,23
47135,LINGAMPALLI,HYDERABAD DE,13,23
47136,LINGAMPALLI,HYDERABAD DE,13,23
47137,LINGAMPALLI,HYDERABAD DE,13,23
47138,LINGAMPALLI,HYDERABAD DE,13,23
47139,LINGAMPALLI,HYDERABAD DE,13,23
47140,LINGAMPALLI,HYDERABAD DE,13,23
47141,LINGAMPALLI,HYDERABAD DE,13,23
47142,LINGAMPALLI,HYDERABAD DE,13,23
47143,LINGAMPALLI,HYDERABAD DE,13,23
47144,LINGAMPALLI,HYDERABAD DE,13,23
47145,LINGAMPALLI,HYDERABAD DE,13,23
47146,LINGAMPALLI,HYDERABAD DE,13,23
47147,LINGAMPALLI,HYDERABAD DE,13,23
47148,LINGAMPALLI,HYDERABAD DE,13,23
47149,FALAKNUMA,LINGAMPALLI,22,37
47150,FALAKNUMA,LINGAMPALLI,22,37
47151,FALAKNUMA,LINGAMPALLI,22,37
47152,FALAKNUMA,LINGAMPALLI,22,37
47153,FALAKNUMA,LINGAMPALLI,22,37
47154,FALAKNUMA,LINGAMPALLI,22,37
47155,FALAKNUMA,LINGAMPALLI,22,37
47156,FALAKNUMA,LINGAMPALLI,22,37
47157,FALAKNUMA,LINGAMPALLI,22,37
47158,FALAKNUMA,LINGAMPALLI,22,37
47159,LINGAMPALLI,FALAKNUMA,22,37
47160,FALAKNUMA,LINGAMPALLI,22,37
47161,FALAKNUMA,LINGAMPALLI,22,37
47162,FALAKNUMA,LINGAMPALLI,22,37
47163,FALAKNUMA,LINGAMPALLI,22,37
47164,FALAKNUMA,LINGAMPALLI,22,37
47165,FALAKNUMA,LINGAMPALLI,22,37
47166,FALAKNUMA,LINGAMPALLI,22,37
47167,FALAKNUMA,LINGAMPALLI,22,37
47168,FALAKNUMA,SECUNDERABAD,11,14
47169,FALAKNUMA,LINGAMPALLI,22,37
47170,FALAKNUMA,LINGAMPALLI,22,37
47171,LINGAMPALLI,FALAKNUMA,22,37
47172,SECUNDERABAD,FALAKNUMA,11,14
47173,LINGAMPALLI,FALAKNUMA,22,37
47174,LINGAMPALLI,FALAKNUMA,22,37
47175,LINGAMPALLI,FALAKNUMA,22,37
47176,LINGAMPALLI,FALAKNUMA,22,37
47177,LINGAMPALLI,FALAKNUMA,22,37
47178,LINGAMPALLI,FALAKNUMA,22,37
47179,LINGAMPALLI,FALAKNUMA,22,37
47180,LINGAMPALLI,FALAKNUMA,22,37
47181,LINGAMPALLI,FALAKNUMA,22,37
47182,LINGAMPALLI,FALAKNUMA,22,37
47183,LINGAMPALLI,FALAKNUMA,22,37
47184,LINGAMPALLI,FALAKNUMA,22,37
47185,LINGAMPALLI,FALAKNUMA,22,37
47186,LINGAMPALLI,FALAKNUMA,22,37
47187,LINGAMPALLI,FALAKNUMA,22,37
47188,LINGAMPALLI,FALAKNUMA,22,37
47189,LINGAMPALLI,FALAKNUMA,22,37
47190,LINGAMPALLI,FALAKNUMA,22,37
47191,LINGAMPALLI,FALAKNUMA,22,37
47192,LINGAMPALLI,FALAKNUMA,22,37
47193,LINGAMPALLI,FALAKNUMA,22,37
47194,LINGAMPALLI,FALAKNUMA,22,37
47195,LINGAMPALLI,SECUNDERABAD,12,22
47196,SECUNDERABAD,HYDERABAD DE,7,9
47197,FALAKNUMA,HYDERABAD DE,17,24
47198,FALAKNUMA,LINGAMPALLI,22,37
47199,FALAKNUMA,HYDERABAD DE,17,24
47200,FALAKNUMA,HYDERABAD DE,17,24
47201,FALAKNUMA,HYDERABAD DE,17,24
47202,FALAKNUMA,HYDERABAD DE,17,24
47203,FALAKNUMA,LINGAMPALLI,22,37
47204,FALAKNUMA,SECUNDERABAD,11,14
47205,SECUNDERABAD,FALAKNUMA,11,14
47206,HYDERABAD DE,FALAKNUMA,17,25
47207,FALAKNUMA,LINGAMPALLI,22,37
47208,HYDERABAD DE,FALAKNUMA,17,25
47209,HYDERABAD DE,FALAKNUMA,17,25
47210,LINGAMPALLI,FALAKNUMA,22,37
47211,FALAKNUMA,LINGAMPALLI,22,37
47212,LINGAMPALLI,FALAKNUMA,22,37
47213,LINGAMPALLI,FALAKNUMA,22,37
47214,FALAKNUMA,LINGAMPALLI,22,37
47215,LINGAMPALLI,FALAKNUMA,22,37
47216,FALAKNUMA,LINGAMPALLI,22,37
47217,LINGAMPALLI,FALAKNUMA,22,37
47218,FALAKNUMA,LINGAMPALLI,22,37
47219,LINGAMPALLI,FALAKNUMA,22,37
47220,FALAKNUMA,LINGAMPALLI,22,37
50101,RATNAGIRI,MADGOAN JN.,22,251
50102,MADGOAN JN.,RATNAGIRI,22,244
50103,DADAR,RATNAGIRI,38,347
50104,RATNAGIRI,DADAR,38,349
50105,DIVA JN,SAWANTWADI R,49,486
50106,SAWANTWADI R,DIVA JN,49,476
50107,SAWANTWADI R,MADGOAN JN.,9,78
50108,MADGOAN JN.,SAWANTWADI R,9,83
50119,DIVA JN,PANVEL,6,27
50120,PANVEL,DIVA JN,7,27
51027,CST-MUMBAI,PANDHARPUR,26,430
51028,PANDHARPUR,CST-MUMBAI,29,430
51029,CST-MUMBAI,BIJAPUR JN,31,565
51030,BIJAPUR JN,CST-MUMBAI,34,566
51033,DAUND JN.,SAI NAGAR SH,8,187
51034,SAI NAGAR SH,DAUND JN.,7,187
51111,CHALISGAON J,DHULE,9,56
51112,DHULE,CHALISGAON J,9,56
51113,CHALISGAON J,DHULE,9,56
51114,DHULE,CHALISGAON J,9,56
51115,CHALISGAON J,DHULE,9,56
51116,DHULE,CHALISGAON J,9,56
51135,BADNERA JN.,AMRAVATI,2,9
51136,AMRAVATI,BADNERA JN.,2,9
51137,BADNERA JN.,AMRAVATI,2,9
51138,AMRAVATI,BADNERA JN.,2,9
51139,BADNERA JN.,AMRAVATI,2,9
51140,AMRAVATI,BADNERA JN.,2,9
51141,BADNERA JN.,AMRAVATI,2,9
51142,AMRAVATI,BADNERA JN.,2,9
51145,BADNERA JN.,AMRAVATI,2,9
51146,AMRAVATI,BADNERA JN.,2,9
51147,BADNERA JN.,AMRAVATI,2,9
51148,AMRAVATI,BADNERA JN.,2,9
51149,BADNERA JN.,AMRAVATI,2,9
51150,AMRAVATI,BADNERA JN.,2,9
51151,NEW AMRAVATI,NARKHER,8,108
51152,NARKHER,NEW AMRAVATI,11,109
51153,CST-MUMBAI,BHUSAVAL JN.,48,444
51154,BHUSAVAL JN.,CST-MUMBAI,47,444
51157,BHUSAVAL JN.,ITARSI,37,306
51158,ITARSI,BHUSAVAL JN.,37,306
51181,DEVLALI,BHUSAVAL JN.,30,262
51182,BHUSAVAL JN.,DEVLALI,30,262
51183,BHUSAVAL JN.,NARKHER,36,361
51184,NARKHER,BHUSAVAL JN.,37,339
51187,BHUSAVAL JN.,KATNI,71,642
51188,KATNI,BHUSAVAL JN.,71,642
51189,ITARSI,CHHEOKI,64,610
51190,CHHEOKI,ITARSI,64,609
51195,WARDHA JN.,BALHARSHAH,15,132
51196,BALHARSHAH,WARDHA JN.,16,132
51197,BHUSAVAL JN.,WARDHA JN.,35,318
51198,WARDHA JN.,BHUSAVAL JN.,36,318
51239,AMLA JN.,BETUL,4,22
51240,BETUL,AMLA JN.,4,22
51253,AMLA JN.,CHHINWARA JN,16,115
51254,CHHINWARA JN,AMLA JN.,12,115
51255,BORDHAI,CHHINWARA JN,12,88
51256,CHHINWARA JN,BORDHAI,12,88
51259,WARDHA JN.,NAGPUR JN.(C,12,78
51260,NAGPUR JN.(C,WARDHA JN.,11,78
51261,AMRAVATI,WARDHA JN.,11,104
51262,WARDHA JN.,AMRAVATI,12,104
51285,BHUSAVAL JN.,NAGPUR JN.(C,46,397
51286,NAGPUR JN.(C,BHUSAVAL JN.,47,397
51293,NAGPUR JN.(C,AMLA JN.,20,167
51294,AMLA JN.,NAGPUR JN.(C,18,167
51317,KARJAT,PUNE JN.,19,91
51318,PUNE JN.,KARJAT,20,91
51347,PUNE JN.,BARAMATI,16,120
51348,BARAMATI,DAUND JN.,6,43
51350,DAUND JN.,PUNE JN.,11,77
51401,PUNE JN.,MANMAD JN.,34,314
51402,MANMAD JN.,PUNE JN.,34,311
51405,MIRAJ JN.,CASTLE ROCK,24,212
51406,CASTLE ROCK,MIRAJ JN.,24,212
51407,MIRAJ JN.,CHHATRAPATI,8,47
51408,CHHATRAPATI,MIRAJ JN.,6,47
51409,PUNE JN.,CHHATRAPATI,42,325
51410,CHHATRAPATI,PUNE JN.,41,326
51411,BELLARY JN.,DHARWAD,29,229
51412,HUBLI JN.,BELLARY JN.,24,208
51419,MIRAJ JN.,HUBLI JN.,35,278
51420,HUBLI JN.,MIRAJ JN.,33,279
51421,PUNE JN.,NIZAMABAD,83,769
51422,NIZAMABAD,PUNE JN.,76,769
51423,IGATPURI,MANMAD JN.,15,123
51424,MANMAD JN.,IGATPURI,15,123
51425,PARLI VAIJNA,MIRAJ JN.,36,427
51426,MIRAJ JN.,PARLI VAIJNA,35,437
51427,MIRAJ JN.,CHHATRAPATI,7,47
51428,CHHATRAPATI,MIRAJ JN.,7,47
51429,SANGLI,CHHATRAPATI,8,54
51430,CHHATRAPATI,SANGLI,9,54
51431,MIRAJ JN.,LONDA JN.,22,188
51432,LONDA JN.,MIRAJ JN.,21,188
51433,NIZAMABAD,PANDHARPUR,52,523
51434,PANDHARPUR,NIZAMABAD,52,511
51435,PUNE JN.,SATARA,19,145
51436,SATARA,PUNE JN.,19,145
51437,KURDUVADI JN,MIRAJ JN.,17,189
51438,MIRAJ JN.,KURDUVADI JN,17,189
51441,SATARA,CHHATRAPATI,24,180
51442,CHHATRAPATI,SATARA,24,180
51451,PUNE JN.,BARAMATI,16,120
51452,BARAMATI,PUNE JN.,16,121
51458,DHARWAD,HUBLI JN.,2,20
51461,MIRAJ JN.,BELGAUM,17,137
51462,BELGAUM,MIRAJ JN.,16,137
51463,MIRAJ JN.,BELGAUM,16,137
51464,BELGAUM,MIRAJ JN.,16,137
51601,BINA,KATNI MURWAR,31,261
51602,KATNI MURWAR,BINA,31,264
51603,BINA,KATNI,32,263
51604,KATNI,BINA,32,266
51605,KATNI MURWAR,CHIRMIRI,28,256
51606,CHIRMIRI,KATNI MURWAR,28,253
51607,BINA,GUNA,17,118
51608,GUNA,BINA,17,118
51609,BINA,GUNA,17,118
51610,GUNA,BINA,17,118
51611,KOTA,BINA,38,303
51612,BINA,KOTA,38,303
51671,ITARSI,SATNA,44,434
51672,SATNA,ITARSI,44,434
51673,ITARSI,SATNA,40,434
51674,SATNA,ITARSI,40,434
51675,KATNI,CHOPAN,34,316
51676,CHOPAN,KATNI,34,316
51678,SHAKTINAGAR,CHOPAN,11,81
51679,KATNI,CHOPAN,36,316
51680,CHOPAN,KATNI,36,316
51685,KHANDWA JN.,BIR,5,32
51686,BIR,KHANDWA JN.,5,33
51687,KHANDWA JN.,BIR,5,32
51688,BIR,KHANDWA JN.,5,33
51701,JABALPUR,REWA,26,238
51702,REWA,JABALPUR,26,238
51703,JABALPUR,NAINPUR JN.,18,124
51704,NAINPUR JN.,MADANMAHAL,17,121
51705,MADANMAHAL,NAINPUR JN.,17,121
51706,NAINPUR JN.,MADANMAHAL,17,121
51708,NAINPUR JN.,JABALPUR,18,124
51753,REWA,CHIRMIRI,30,401
51754,CHIRMIRI,REWA,30,403
51755,CHIRMIRI,ANUPPUR JN.,11,86
51756,ANUPPUR JN.,CHIRMIRI,11,86
51763,SATNA,MANIKPUR JN.,10,77
51764,MANIKPUR JN.,SATNA,10,77
51765,SATNA,MANIKPUR JN.,10,77
51766,MANIKPUR JN.,SATNA,10,77
51803,JHANSI JN,KANPUR CENTR,26,221
51804,KANPUR CENTR,JHANSI JN,26,221
51805,JHANSI JN,MANIKPUR JN.,31,291
51806,MANIKPUR JN.,JHANSI JN,31,291
51807,JHANSI JN,BANDA JN,20,191
51811,BINA,JHANSI JN,20,151
51812,JHANSI JN,BINA,20,151
51813,JHANSI JN,LUCKNOW JN.,38,295
51814,LUCKNOW JN.,JHANSI JN,39,295
51815,JHANSI JN,AGRA CANTT,25,204
51816,AGRA CANTT,JHANSI JN,25,204
51817,KHAJAURAHO,JHANSI JN,26,254
51818,JHANSI JN,KHAJAURAHO,27,254
51821,MAHOBA,KHAJAURAHO,6,63
51822,KHAJAURAHO,MAHOBA,6,63
51827,ITARSI,JHANSI JN,44,381
51828,JHANSI JN,ITARSI,44,381
51829,NAGPUR JN.(C,ITARSI,35,297
51830,ITARSI,NAGPUR JN.(C,30,297
51831,JHANSI JN,AGRA CANTT,25,204
51832,AGRA CANTT,JHANSI JN,25,204
51861,AIT JN,KONCH,2,13
51862,KONCH,AIT JN,2,13
51863,AIT JN,KONCH,2,13
51864,KONCH,AIT JN,2,13
51865,AIT JN,KONCH,2,13
51866,KONCH,AIT JN,2,13
51867,AIT JN,KONCH,2,13
51868,KONCH,AIT JN,2,13
51869,AIT JN,KONCH,2,13
51870,KONCH,AIT JN,2,13
51881,GWALIOR JN,AGRA CANTT,14,107
51882,AGRA CANTT,GWALIOR JN,14,107
51883,BINA,GWALIOR JN,31,345
51884,GWALIOR JN,BINA,31,345
51885,BINA,DAMOH,18,152
51886,DAMOH,BINA,18,154
51901,AGRA CANTT,DELHI JN.,31,190
51902,DELHI JN.,AGRA CANTT,32,194
51905,DELHI JN.,SHAMLI,24,93
51906,SHAMLI,DELHI JN.,16,90
51907,SHAMLI,SAHARANPUR J,13,70
51908,SAHARANPUR J,SHAMLI,13,70
51909,DELHI JN.,SAHARANPUR J,36,163
51910,SAHARANPUR J,DELHI JN.,36,163
51911,DELHI JN.,SAHARANPUR J,36,163
51912,SAHARANPUR J,DELHI JN.,36,163
51913,DELHI JN.,SAHARANPUR J,32,163
51914,SAHARANPUR J,DELHI JN.,28,160
51915,DELHI JN.,FARUKHNAGAR,12,52
51916,FARUKHNAGAR,DELHI JN.,12,51
51971,MATHURA JN.,ALWAR JN.,13,122
51972,ALWAR JN.,MATHURA JN.,13,123
51973,MATHURA JN.,JAIPUR JN.,34,273
51974,JAIPUR JN.,MATHURA JN.,34,273
52073,MARWAR JN.,MAVLI JN.,15,202
52074,MAVLI JN.,MARWAR JN.,15,202
52075,MARWAR JN.,MAVLI JN.,16,202
52076,MAVLI JN.,MARWAR JN.,16,202
52171,GWALIOR (NG),SHEOPUR KALA,28,186
52172,SHEOPUR KALA,GWALIOR (NG),28,186
52173,GWALIOR (NG),SABALGARH,15,92
52174,SABALGARH,GWALIOR (NG),15,92
52175,GWALIOR (NG),SABALGARH,8,92
52176,SABALGARH,GWALIOR (NG),7,92
52177,SABALGARH,SHEOPUR KALA,14,103
52178,SHEOPUR KALA,SABALGARH,14,103
